Username,Platform,Followers,Engagement Rate,Location,Industry,Contact Email,Campaign ROI,Ad Cost (USD)
Abdullah_Al-Thani_5327,Snapchat,886247,1.9738325037053268,Qatar,Food,abdullah.al-thani.5327@example.com,18,37029.849453953975
Mohammed_Al-Mubarak_5600,Snapchat,675676,5.581463944815113,UAE,Fashion,mohammed.al-mubarak.5600@example.com,24,7433.272902648424
Khaled_Al-Maktoum_6485,Snapchat,650903,2.61512530440493,UAE,Entertainment,khaled.al-maktoum.6485@example.com,20,36326.65979368122
Mariam_Al-Sabah_6895,Snapchat,442642,7.074693040782525,Kuwait,Beauty,mariam.al-sabah.6895@example.com,18,3155.615651280229
Sara_Al-Maktoum_4647,Snapchat,979300,2.61479449353382,Qatar,Travel,sara.al-maktoum.4647@example.com,26,12960.54195439356
Mariam_Al-Saud_8320,Snapchat,110396,0.8189622694378947,UAE,Lifestyle,mariam.al-saud.8320@example.com,23,28309.512195574094
Reem_Al-Sharif_1637,Snapchat,311828,9.47838007387805,Saudi Arabia,Beauty,reem.al-sharif.1637@example.com,15,32371.67205550095
Mariam_Al-Mutawa_2782,Snapchat,313117,6.926285589955312,Qatar,Entertainment,mariam.al-mutawa.2782@example.com,13,23672.607512678773
Mohammed_Al-Qasimi_1995,Snapchat,663768,6.257680480162229,Oman,Travel,mohammed.al-qasimi.1995@example.com,22,18735.62314698984
Hassan_Al-Sharif_6235,Snapchat,115878,9.436031763414203,Qatar,Lifestyle,hassan.al-sharif.6235@example.com,18,6960.563171279174
Ali_Al-Thani_1721,Snapchat,201172,2.50060198728372,Oman,Tech,ali.al-thani.1721@example.com,25,20775.887257335475
Hassan_Al-Khalifa_7744,Snapchat,791171,9.43736593479358,Kuwait,Food,hassan.al-khalifa.7744@example.com,26,20669.381555999105
Noor_Al-Khalifa_1042,Snapchat,476651,7.691992479548361,Saudi Arabia,Lifestyle,noor.al-khalifa.1042@example.com,18,13718.876875584616
Mariam_Al-Thani_5404,Snapchat,986524,2.4980331171538195,Saudi Arabia,Lifestyle,mariam.al-thani.5404@example.com,20,26817.725501010096
Hassan_Al-Thani_4941,Snapchat,822810,5.140791805678963,Saudi Arabia,Fashion,hassan.al-thani.4941@example.com,23,28363.115140238286
Ahmed_Al-Saud_3319,Snapchat,609157,0.15251597520331162,Qatar,Entertainment,ahmed.al-saud.3319@example.com,23,34415.32101797824
Reem_Al-Qasimi_9313,Snapchat,637007,0.14066979730558682,Oman,Food,reem.al-qasimi.9313@example.com,24,31750.60160076617
Reem_Al-Mubarak_151,Snapchat,90793,0.36177780807999926,Qatar,Tech,reem.al-mubarak.151@example.com,27,11623.811634807544
Mariam_Al-Hassan_2350,Snapchat,893472,7.501178421275748,Bahrain,Beauty,mariam.al-hassan.2350@example.com,24,29605.386887992863
Aisha_Al-Qasimi_8275,Snapchat,892717,3.842388272508887,Kuwait,Fashion,aisha.al-qasimi.8275@example.com,17,21791.082983212094
Sara_Al-Hassan_5461,Snapchat,43016,8.659075975715513,Oman,Sports,sara.al-hassan.5461@example.com,10,31157.023392655483
Fatima_Al-Qasimi_7108,Snapchat,955167,3.6570524233551978,Oman,Fashion,fatima.al-qasimi.7108@example.com,19,32511.467483803917
Reem_Al-Salem_1975,Snapchat,479262,0.3492880782132045,Oman,Food,reem.al-salem.1975@example.com,16,21490.405633663006
Ali_Al-Hashimi_8939,Snapchat,237519,1.692357804906975,Kuwait,Beauty,ali.al-hashimi.8939@example.com,24,37470.6042148609
Layla_Al-Mubarak_8981,Snapchat,447224,0.22158366994265702,Saudi Arabia,Fashion,layla.al-mubarak.8981@example.com,28,17186.309956511985
Mariam_Al-Thani_1072,Snapchat,653195,4.889500216858826,Qatar,Lifestyle,mariam.al-thani.1072@example.com,19,25541.124164493012
Mariam_Al-Hassan_1388,Snapchat,73382,1.6485777132351678,Saudi Arabia,Tech,mariam.al-hassan.1388@example.com,21,34783.15934689527
Layla_Al-Jaber_356,Snapchat,791510,5.045012201280515,Qatar,Tech,layla.al-jaber.356@example.com,11,22548.08076620661
Khaled_Al-Sharif_2221,Snapchat,912240,8.636094473065022,Saudi Arabia,Beauty,khaled.al-sharif.2221@example.com,23,27423.317977317616
Layla_Al-Mutawa_3059,Snapchat,226164,2.168537024087511,UAE,Sports,layla.al-mutawa.3059@example.com,21,29107.31993620693
Reem_Al-Said_6386,Snapchat,814464,8.853271707342502,Qatar,Fashion,reem.al-said.6386@example.com,24,46491.352704856734
Ali_Al-Mutawa_3862,Snapchat,899379,8.545720861106288,Bahrain,Sports,ali.al-mutawa.3862@example.com,26,24825.2077940502
Sara_Al-Salem_3797,Snapchat,131785,1.1076805979092181,Kuwait,Tech,sara.al-salem.3797@example.com,18,10064.12313476926
Hassan_Al-Said_5089,Snapchat,336453,4.888027058870331,Bahrain,Food,hassan.al-said.5089@example.com,29,34876.699397475306
Fatima_Al-Mubarak_5657,Snapchat,654343,8.507564936394951,Oman,Food,fatima.al-mubarak.5657@example.com,22,46244.49857386933
Fatima_Al-Sharif_7398,Snapchat,658037,4.996908961772293,Oman,Lifestyle,fatima.al-sharif.7398@example.com,20,29019.131145997217
Abdullah_Al-Saud_902,Snapchat,549145,3.12678418480721,UAE,Food,abdullah.al-saud.902@example.com,16,7325.156197003733
Sara_Al-Sharif_9266,Snapchat,481618,4.403611265066658,Oman,Fashion,sara.al-sharif.9266@example.com,16,46002.568339191086
Omar_Al-Saud_2210,Snapchat,343772,4.782878660629038,Oman,Tech,omar.al-saud.2210@example.com,22,1765.6816213647667
Mariam_Al-Sabah_442,Snapchat,27621,5.12905730428076,Bahrain,Travel,mariam.al-sabah.442@example.com,11,9834.45344159917
Ali_Al-Qasimi_4521,Snapchat,312434,9.154020133540472,Oman,Entertainment,ali.al-qasimi.4521@example.com,28,29479.216977280146
Mariam_Al-Salem_7832,Snapchat,807500,6.197639342708189,Saudi Arabia,Lifestyle,mariam.al-salem.7832@example.com,28,19432.759214686575
Sara_Al-Saud_9179,Snapchat,118211,3.665348296618692,UAE,Fashion,sara.al-saud.9179@example.com,25,1787.5703624695152
Mariam_Al-Mutawa_5137,Snapchat,194552,0.12009771329210216,Kuwait,Tech,mariam.al-mutawa.5137@example.com,28,2302.6848003795294
Layla_Al-Maktoum_6786,Snapchat,990326,2.839927755554908,Oman,Tech,layla.al-maktoum.6786@example.com,21,1203.4017966387291
Aisha_Al-Zahrani_4111,Snapchat,895650,7.873922404308447,Kuwait,Food,aisha.al-zahrani.4111@example.com,18,7182.106528150126
Khaled_Al-Sabah_8078,Snapchat,303029,7.949734478026821,Bahrain,Travel,khaled.al-sabah.8078@example.com,11,30798.13269774675
Reem_Al-Qasimi_9296,Snapchat,861063,8.426382324745036,Kuwait,Fashion,reem.al-qasimi.9296@example.com,22,19237.086725730675
Layla_Al-Thani_1795,Snapchat,123878,6.422206819448114,Kuwait,Sports,layla.al-thani.1795@example.com,22,41804.18713923308
Mohammed_Al-Thani_1794,Snapchat,396141,2.655692505743792,Kuwait,Tech,mohammed.al-thani.1794@example.com,20,26374.236004860235
Hassan_Al-Sharif_8315,Snapchat,323882,0.1645145175390484,Saudi Arabia,Sports,hassan.al-sharif.8315@example.com,16,38013.8264514089
Omar_Al-Khalifa_6593,Snapchat,243546,8.516109398253938,Qatar,Entertainment,omar.al-khalifa.6593@example.com,24,6853.599500134388
Mariam_Al-Sabah_2687,Snapchat,93079,0.8873051745676498,Bahrain,Entertainment,mariam.al-sabah.2687@example.com,24,1649.308601508667
Omar_Al-Maktoum_6661,Snapchat,591648,2.1677481893300232,Kuwait,Lifestyle,omar.al-maktoum.6661@example.com,25,26031.553538826487
Fatima_Al-Zahrani_4776,Snapchat,700602,3.688426233080452,Kuwait,Tech,fatima.al-zahrani.4776@example.com,18,8935.926370567991
Mohammed_Al-Maktoum_3796,Snapchat,496952,8.50564734970582,UAE,Tech,mohammed.al-maktoum.3796@example.com,23,2926.5914095076605
Mohammed_Al-Khalifa_9436,Snapchat,986019,1.2655019047654956,Oman,Entertainment,mohammed.al-khalifa.9436@example.com,17,13391.314048322603
Sara_Al-Saud_161,Snapchat,117786,5.594192744662008,Kuwait,Tech,sara.al-saud.161@example.com,26,39259.65113755437
Abdullah_Al-Mubarak_2633,Snapchat,609827,0.11093226306208849,Oman,Lifestyle,abdullah.al-mubarak.2633@example.com,19,2156.3241073458757
Sara_Al-Qasimi_4037,Snapchat,948846,5.869341634259458,Kuwait,Food,sara.al-qasimi.4037@example.com,10,25135.823955269312
Layla_Al-Jaber_9347,Snapchat,114568,7.169440894060379,Oman,Sports,layla.al-jaber.9347@example.com,23,34567.46852864789
Noor_Al-Maktoum_4571,Snapchat,251996,0.21392868108812418,Qatar,Tech,noor.al-maktoum.4571@example.com,19,25057.33988661934
Aisha_Al-Mubarak_9380,Snapchat,343610,1.036427254080183,Saudi Arabia,Travel,aisha.al-mubarak.9380@example.com,25,40989.41703851607
Omar_Al-Hashimi_9697,Snapchat,905879,3.536633561675836,UAE,Lifestyle,omar.al-hashimi.9697@example.com,11,25420.010402084983
Omar_Al-Mubarak_5246,Snapchat,686978,2.990713655989425,Saudi Arabia,Beauty,omar.al-mubarak.5246@example.com,21,10239.20057196057
Yousef_Al-Jaber_4884,Snapchat,156555,3.3304962759848533,Oman,Beauty,yousef.al-jaber.4884@example.com,17,20670.68755340365
Layla_Al-Khalifa_9893,Snapchat,429711,3.3972549698659598,Saudi Arabia,Tech,layla.al-khalifa.9893@example.com,21,22503.005774289042
Fatima_Al-Salem_1602,Snapchat,74513,9.871261854961455,UAE,Beauty,fatima.al-salem.1602@example.com,29,14987.183187658455
Abdullah_Al-Maktoum_8859,Snapchat,663804,2.7447380832784476,Qatar,Tech,abdullah.al-maktoum.8859@example.com,23,25693.953171677087
Abdullah_Al-Sharif_6065,Snapchat,782774,7.574116860432719,Saudi Arabia,Lifestyle,abdullah.al-sharif.6065@example.com,19,30733.704701488045
Reem_Al-Salem_7099,Snapchat,789704,4.542137719607412,Bahrain,Sports,reem.al-salem.7099@example.com,11,18584.98295447342
Hassan_Al-Qasimi_4133,Snapchat,307319,4.300462265338169,Saudi Arabia,Lifestyle,hassan.al-qasimi.4133@example.com,24,8875.406603370539
Noor_Al-Saud_6580,Snapchat,329705,2.19516892262243,Bahrain,Beauty,noor.al-saud.6580@example.com,20,43142.39155419023
Fatima_Al-Zahrani_2649,Snapchat,239882,0.9861180270710105,Kuwait,Lifestyle,fatima.al-zahrani.2649@example.com,25,19763.955624855207
Omar_Al-Qasimi_8525,Snapchat,862005,2.962031020331716,Bahrain,Tech,omar.al-qasimi.8525@example.com,28,43394.046807662075
Aisha_Al-Hashimi_2803,Snapchat,138771,5.9911111027638375,Kuwait,Entertainment,aisha.al-hashimi.2803@example.com,13,42345.81677422622
Mohammed_Al-Said_6430,Snapchat,479430,7.565781313264428,Kuwait,Travel,mohammed.al-said.6430@example.com,16,30440.358894041434
Mariam_Al-Qasimi_7160,Snapchat,344527,5.153925350190618,Saudi Arabia,Beauty,mariam.al-qasimi.7160@example.com,26,10456.030850943034
Layla_Al-Qasimi_3988,Snapchat,403300,5.162617947030376,Qatar,Beauty,layla.al-qasimi.3988@example.com,24,26580.29946663277
Ali_Al-Mubarak_6369,Snapchat,172133,7.519785533075065,Saudi Arabia,Tech,ali.al-mubarak.6369@example.com,11,21083.716673614028
Omar_Al-Jaber_3524,Snapchat,938355,7.301990294078392,Oman,Tech,omar.al-jaber.3524@example.com,25,24743.441822929348
Aisha_Al-Khalifa_9375,Snapchat,682732,2.917877285288796,Bahrain,Travel,aisha.al-khalifa.9375@example.com,13,3059.150998308971
Fatima_Al-Hashimi_3125,Snapchat,711073,8.021151479575627,Bahrain,Tech,fatima.al-hashimi.3125@example.com,29,20515.720547845514
Noor_Al-Said_9507,Snapchat,439878,5.199558666443706,Qatar,Food,noor.al-said.9507@example.com,22,46699.526458439315
Hassan_Al-Salem_5059,Snapchat,507758,7.288439186548026,Qatar,Entertainment,hassan.al-salem.5059@example.com,28,3771.3977768861128
Abdullah_Al-Maktoum_1854,Snapchat,229612,5.217436258779531,UAE,Tech,abdullah.al-maktoum.1854@example.com,21,15741.860915815272
Layla_Al-Thani_9823,Snapchat,821543,5.479870178608782,Bahrain,Food,layla.al-thani.9823@example.com,20,15788.79782923695
Sara_Al-Maktoum_6881,Snapchat,986899,0.8851024112766864,Qatar,Sports,sara.al-maktoum.6881@example.com,25,16491.166593325514
Reem_Al-Sharif_707,Snapchat,623362,1.9648878737015858,Bahrain,Lifestyle,reem.al-sharif.707@example.com,22,24845.1346257993
Ali_Al-Said_1841,Snapchat,884318,7.073760186670121,Bahrain,Food,ali.al-said.1841@example.com,20,31436.24818267129
Hassan_Al-Maktoum_3773,Snapchat,431276,9.966603165793305,Oman,Tech,hassan.al-maktoum.3773@example.com,12,1102.1448930866127
Layla_Al-Salem_1372,Snapchat,660860,1.348272450859609,Oman,Lifestyle,layla.al-salem.1372@example.com,18,41885.65560214416
Ahmed_Al-Khalifa_6388,Snapchat,647167,3.1488286050671155,Kuwait,Food,ahmed.al-khalifa.6388@example.com,16,5851.689018891667
Mohammed_Al-Said_327,Snapchat,497345,9.03388578785044,Bahrain,Food,mohammed.al-said.327@example.com,16,4130.697338011583
Mohammed_Al-Salem_7293,Snapchat,386656,1.0751309049950954,Qatar,Food,mohammed.al-salem.7293@example.com,11,6510.724125403798
Abdullah_Al-Maktoum_2634,Snapchat,971809,3.9732700143124013,Qatar,Entertainment,abdullah.al-maktoum.2634@example.com,17,2262.554707925815
Ali_Al-Sabah_6574,Snapchat,41830,8.975456023323174,Oman,Entertainment,ali.al-sabah.6574@example.com,26,25281.36750553524
Mariam_Al-Hassan_7118,Snapchat,887976,7.777324295626039,Saudi Arabia,Food,mariam.al-hassan.7118@example.com,27,47393.67114022914
Abdullah_Al-Saud_8031,Snapchat,123362,4.947342419186172,Kuwait,Tech,abdullah.al-saud.8031@example.com,21,20351.580972444022
Noor_Al-Maktoum_2595,Snapchat,369133,8.408832955629052,Kuwait,Lifestyle,noor.al-maktoum.2595@example.com,19,31582.73436483561
Ali_Al-Mutawa_7276,Snapchat,812507,6.3712193005010835,Qatar,Tech,ali.al-mutawa.7276@example.com,17,35589.07103678359
Reem_Al-Said_6623,Snapchat,776478,6.220975249243912,Bahrain,Entertainment,reem.al-said.6623@example.com,25,11596.98070921541
Noor_Al-Salem_3661,Snapchat,738287,6.857374564606768,Qatar,Travel,noor.al-salem.3661@example.com,10,24283.78213494502
Sara_Al-Hassan_4365,Snapchat,71716,4.255073642813499,Kuwait,Tech,sara.al-hassan.4365@example.com,17,14186.823414496082
Sara_Al-Zahrani_155,Snapchat,984048,1.7293536499843511,Bahrain,Lifestyle,sara.al-zahrani.155@example.com,13,24014.802207901444
Khaled_Al-Sabah_2824,Snapchat,752227,4.181756530826462,Kuwait,Entertainment,khaled.al-sabah.2824@example.com,23,18968.33770003987
Mohammed_Al-Maktoum_1574,Snapchat,281906,1.9436540875717476,Saudi Arabia,Beauty,mohammed.al-maktoum.1574@example.com,26,34943.684436378266
Hassan_Al-Saud_6620,Snapchat,118184,4.138194367951292,Bahrain,Entertainment,hassan.al-saud.6620@example.com,14,34975.55273039402
Ali_Al-Saud_2858,Snapchat,270165,6.394975407984624,Kuwait,Lifestyle,ali.al-saud.2858@example.com,25,15525.407543353062
Noor_Al-Sabah_6484,Snapchat,870306,6.633879583396943,UAE,Entertainment,noor.al-sabah.6484@example.com,22,15130.24953295741
Abdullah_Al-Salem_3056,Snapchat,912052,5.872188681542363,Saudi Arabia,Travel,abdullah.al-salem.3056@example.com,10,27081.558496529105
Noor_Al-Salem_1640,Snapchat,464713,8.200464892017123,Oman,Tech,noor.al-salem.1640@example.com,24,44603.7877809188
Khaled_Al-Maktoum_8003,Snapchat,141510,0.9568333948439013,Bahrain,Food,khaled.al-maktoum.8003@example.com,14,16719.33457005674
Hassan_Al-Zahrani_7421,Snapchat,943547,0.31978393908013397,Qatar,Beauty,hassan.al-zahrani.7421@example.com,15,1741.8811511179304
Abdullah_Al-Hashimi_2750,Snapchat,46318,0.955634201157802,Oman,Beauty,abdullah.al-hashimi.2750@example.com,23,39235.66091591146
Hassan_Al-Mubarak_3672,Snapchat,482868,4.0115098228649835,Kuwait,Sports,hassan.al-mubarak.3672@example.com,14,46401.96735370811
Yousef_Al-Khalifa_9195,Snapchat,611144,9.159459003872781,Saudi Arabia,Sports,yousef.al-khalifa.9195@example.com,18,16273.265103039657
Aisha_Al-Hassan_74,Snapchat,796903,0.15516028801360912,Bahrain,Food,aisha.al-hassan.74@example.com,24,30654.982229231176
Ali_Al-Thani_1432,Snapchat,32970,1.9576746635190514,Bahrain,Beauty,ali.al-thani.1432@example.com,16,15519.604254014497
Ali_Al-Sabah_5407,Snapchat,386684,4.686593981335683,UAE,Lifestyle,ali.al-sabah.5407@example.com,10,40137.00977498646
Ali_Al-Said_4155,Snapchat,805081,3.635035688072771,Saudi Arabia,Entertainment,ali.al-said.4155@example.com,13,24711.420598673933
Mariam_Al-Hashimi_5908,Snapchat,292955,0.13061364436554546,UAE,Food,mariam.al-hashimi.5908@example.com,15,28378.128269313056
Mohammed_Al-Hashimi_6305,Snapchat,402077,4.180644734791167,Oman,Sports,mohammed.al-hashimi.6305@example.com,28,12334.244214995197
Abdullah_Al-Mutawa_4918,Snapchat,50894,9.404733911403063,UAE,Sports,abdullah.al-mutawa.4918@example.com,24,4223.486420205933
Mohammed_Al-Hassan_1351,Snapchat,818003,7.555227020391244,Saudi Arabia,Beauty,mohammed.al-hassan.1351@example.com,17,36619.16564473895
Hassan_Al-Saud_1377,Snapchat,868788,1.9651616834042687,Bahrain,Sports,hassan.al-saud.1377@example.com,24,10141.281063784067
Khaled_Al-Sharif_1606,Snapchat,354706,5.215340095143383,Saudi Arabia,Beauty,khaled.al-sharif.1606@example.com,11,20002.218716999927
Ali_Al-Said_9411,Snapchat,927790,9.893253827334371,Bahrain,Lifestyle,ali.al-said.9411@example.com,20,47314.827763321184
Hassan_Al-Khalifa_1425,Snapchat,169589,9.571266108057653,Kuwait,Food,hassan.al-khalifa.1425@example.com,11,4446.618653510461
Aisha_Al-Jaber_3660,Snapchat,690401,4.802885426776196,Kuwait,Lifestyle,aisha.al-jaber.3660@example.com,10,13488.673657268322
Fatima_Al-Maktoum_3729,Snapchat,49529,2.94477216064039,Kuwait,Tech,fatima.al-maktoum.3729@example.com,11,45571.82285045329
Noor_Al-Jaber_5518,Snapchat,231106,1.6307730315301157,UAE,Travel,noor.al-jaber.5518@example.com,25,4563.8134336156145
Hassan_Al-Maktoum_8190,Snapchat,186940,1.7064571715466366,Bahrain,Lifestyle,hassan.al-maktoum.8190@example.com,24,29389.8618442648
Noor_Al-Salem_759,Snapchat,430988,7.734358522985021,Saudi Arabia,Travel,noor.al-salem.759@example.com,25,48658.73265440548
Sara_Al-Hashimi_6625,Snapchat,549012,8.116055380300715,Kuwait,Travel,sara.al-hashimi.6625@example.com,16,29703.574603432826
Layla_Al-Mubarak_8697,Snapchat,552637,0.1679209747766473,Qatar,Sports,layla.al-mubarak.8697@example.com,14,48473.26451473119
Yousef_Al-Khalifa_7665,Snapchat,858046,2.6255817879762,Saudi Arabia,Fashion,yousef.al-khalifa.7665@example.com,18,17619.003404275772
Reem_Al-Mubarak_6495,Snapchat,6348,5.893031103468949,Kuwait,Sports,reem.al-mubarak.6495@example.com,17,30150.34361062034
Mariam_Al-Hashimi_4350,Snapchat,208771,5.644652423873672,Kuwait,Fashion,mariam.al-hashimi.4350@example.com,13,40033.95686586109
Khaled_Al-Qasimi_3745,Snapchat,65340,5.126217768146082,Bahrain,Lifestyle,khaled.al-qasimi.3745@example.com,23,32937.63039839406
Khaled_Al-Qasimi_2452,Snapchat,997787,8.102035936585686,Kuwait,Tech,khaled.al-qasimi.2452@example.com,22,21977.096963471715
Sara_Al-Thani_5315,Snapchat,997697,4.435716172593228,Qatar,Sports,sara.al-thani.5315@example.com,21,32721.22589633875
Khaled_Al-Mutawa_9307,Snapchat,426469,4.561257694101508,Bahrain,Sports,khaled.al-mutawa.9307@example.com,21,29916.85633914145
Layla_Al-Saud_4965,Snapchat,162492,7.393900799665366,Oman,Entertainment,layla.al-saud.4965@example.com,22,16175.043368471592
Reem_Al-Mutawa_7049,Snapchat,47220,3.6148406659676424,Kuwait,Lifestyle,reem.al-mutawa.7049@example.com,18,1871.5473655793417
Sara_Al-Jaber_6978,Snapchat,321199,5.1244603105609015,Qatar,Travel,sara.al-jaber.6978@example.com,28,47752.742650955355
Reem_Al-Sharif_7533,Snapchat,211404,1.5034416974183085,Bahrain,Sports,reem.al-sharif.7533@example.com,22,9593.196935581589
Ahmed_Al-Qasimi_7275,Snapchat,453233,0.33771439097871114,UAE,Beauty,ahmed.al-qasimi.7275@example.com,23,12970.80919678719
Ali_Al-Qasimi_1336,Snapchat,266838,7.862850384261257,Kuwait,Fashion,ali.al-qasimi.1336@example.com,29,7458.318558643407
Mohammed_Al-Qasimi_7484,Snapchat,645904,5.131219587146691,UAE,Food,mohammed.al-qasimi.7484@example.com,13,5528.021799382775
Sara_Al-Salem_8858,Snapchat,329019,2.1258665700562007,Bahrain,Beauty,sara.al-salem.8858@example.com,26,33421.44007644648
Reem_Al-Thani_3096,Snapchat,772822,2.8729362322430965,Bahrain,Lifestyle,reem.al-thani.3096@example.com,22,23094.740715975015
Omar_Al-Hashimi_2603,Snapchat,894255,2.831753540743611,UAE,Beauty,omar.al-hashimi.2603@example.com,24,21593.005177896714
Mariam_Al-Thani_2625,Snapchat,943703,3.2450450061664773,Bahrain,Fashion,mariam.al-thani.2625@example.com,27,5821.903483335641
Hassan_Al-Khalifa_7215,Snapchat,461986,0.5348451628999518,Qatar,Sports,hassan.al-khalifa.7215@example.com,14,49184.968766959886
Layla_Al-Zahrani_2293,Snapchat,691206,7.002630067544459,Kuwait,Fashion,layla.al-zahrani.2293@example.com,20,9558.411989470296
Layla_Al-Salem_8410,Snapchat,286771,8.96659935572523,UAE,Sports,layla.al-salem.8410@example.com,28,30780.6922149626
Mohammed_Al-Said_9449,Snapchat,451950,2.2888389239970075,Kuwait,Entertainment,mohammed.al-said.9449@example.com,27,30419.667003030543
Mohammed_Al-Maktoum_3655,Snapchat,281615,7.264151232515856,Saudi Arabia,Entertainment,mohammed.al-maktoum.3655@example.com,20,19870.087874893856
Ali_Al-Sabah_3989,Snapchat,176459,5.459462444960088,UAE,Food,ali.al-sabah.3989@example.com,26,18171.1230388329
Ahmed_Al-Khalifa_6208,Snapchat,462956,2.149014391736806,Qatar,Fashion,ahmed.al-khalifa.6208@example.com,18,31535.1288587769
Ahmed_Al-Saud_6295,Snapchat,826861,7.742393426741045,Oman,Food,ahmed.al-saud.6295@example.com,28,41874.49967603849
Khaled_Al-Mutawa_7868,Snapchat,844880,5.048884026532921,Saudi Arabia,Tech,khaled.al-mutawa.7868@example.com,10,30332.022737336236
Yousef_Al-Saud_8908,Snapchat,206039,8.322022237385896,Oman,Entertainment,yousef.al-saud.8908@example.com,10,24254.88297264935
Hassan_Al-Mubarak_9652,Snapchat,721701,2.4227625719111017,Qatar,Fashion,hassan.al-mubarak.9652@example.com,22,13472.141078803956
Ahmed_Al-Hassan_6073,Snapchat,380321,4.137789236870637,Kuwait,Food,ahmed.al-hassan.6073@example.com,26,37372.93489128369
Mohammed_Al-Sharif_3874,Snapchat,56469,4.5966065643229355,Kuwait,Beauty,mohammed.al-sharif.3874@example.com,29,2504.474896633061
Ahmed_Al-Zahrani_7871,Snapchat,402808,2.664526775916916,Saudi Arabia,Sports,ahmed.al-zahrani.7871@example.com,22,38884.65177719308
Omar_Al-Hassan_4339,Snapchat,270570,1.3702723777177046,UAE,Fashion,omar.al-hassan.4339@example.com,16,37881.03503782327
